,name,alias,ra,dec,refs,discovery_date,z,hasPhot,hasSpec,json_path
0,2019pqt,"['2019pqt', 'Gaia19dya', 'MAXI J1807+132', 'ZTF 18abxftqm']",272d01m53.235s,13d15m05.4s,"['2017ATel10216....1K', '2011ApJ...737..103S', '2017ApJ...835...64G', '2017ATel.9988....1N', '2021MNRAS.501..261A', '2023PASP..135c4101G', '2018ATel12263....1V', '2019TNSTR1760....1H']",2017-03-15 00:00:00.000,,True,False,/home/nfranz/radio-ecle/.otter/MAXI-J1807+132.json
1,SDSSJ1323,"['SDSSJ1323+48', 'SDSS J1323', 'SDSSJ1323']",200d55m29.55s,48d27m01.26s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2007A&A...462L..49E', '2017ApJ...835...64G', '2017IAUS..324..123S', '2023PASP..135c4101G', '2013ApJ...763...84B', '2020SSRv..216...81A']",2003-12-02 00:00:00.000,0.08754,True,False,/home/nfranz/radio-ecle/.otter/SDSSJ1323.json
2,SRGE J013204.6+122236,['SRGE J013204.6+122236'],23d01m07.23s,12d22m35.6232s,"['2021MNRAS.508.3820S', '2023PASP..135c4101G']",2020-07-08 00:00:00.000,0.132,False,False,/home/nfranz/radio-ecle/.otter/SRGE-J013204.6+122236.json
3,AT2016ezh,"['AT 2016ezh', 'CSS160902:015805-005222', 'AT2016ezh', 'PS16dtm (2016ezh)', 'SN2016ezh', 'PS16dtm']",29d31m15s,-0d52m22s,"['2017arXiv170307816B', '2017ApJ...843..106B', '2016A&A...594A..13P', '2014Ap&SS.354...89B', '2011ApJ...737..103S', 'ASAS-SN Supernovae', 'MAST', '2017ApJ...835...64G', '2000A&AS..143....9W', '2017NatAs...1..865K', '2021ApJ...910...83H', '2023PASP..135c4101G', '2016TNSTR.562....1C', '2020SSRv..216...81A', '2023arXiv230813595C']",2016-08-26 00:00:00.000,0.0804,True,False,/home/nfranz/radio-ecle/.otter/AT2016ezh.json
4,2022exr,"['ATLAS22jix', '2022exr', 'Gaia22cgf', 'ZTF22aadgefj', 'AT2022exr']",262d27m37.66464s,25d50m31.79148s,"['2022TNSCR1202....1H', '2024MNRAS.527.2452M', '2022TNSTR.743....1T', '2024arXiv240712097A']",59658.61201,0.0955,True,False,/home/nfranz/radio-ecle/.otter/AT2022exr.json
5,AT2021dms,['AT2021dms'],50d21m01.035s,-11d08m45.71s,"['2024MNRAS.528.4775H', 'VLASS 1.2', 'VLASS 2.2', 'WISE']",2459266.645706,0.031102,True,False,/home/nfranz/radio-ecle/.otter/AT2021dms.json
6,2021crk,"['2021crk', 'ATLAS21hdc', 'PS21cpw', 'ZTF21aakfqwq', 'AT2021crk']",176d16m43.61088s,18d32m25.32408s,"['2022ApJ...925...67L', '2024MNRAS.527.2452M', '2021TNSTR.422....1F', '2023TNSCR2004....1Y']",59252.48956019676,0.155,True,False,/home/nfranz/radio-ecle/.otter/AT2021crk.json
7,SDSSJ0748,"['SDSS_J0748', 'SDSSJ0748', 'SDSS J0748']",117d05m10.002s,47d12m14.2648s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2012ApJ...749..115W', '2017ApJ...835...64G', '2011ApJ...740...85W', '2023PASP..135c4101G', '2024arXiv240216951C', '15B-247', '17A-368', 'VLASS 1.2', 'VLASS 2.2', 'WISE', '2024MNRAS.528.7076C']",2003-10-23 00:00:00.000,0.0615,True,False,/home/nfranz/radio-ecle/.otter/SDSSJ0748.json
8,2017bcc,"['2017bcc', 'ZTF20aacbwbm', 'SN2017bcc', 'AT2017bcc', 'SN 2017bcc', 'PS17bgn']",172d58m14.813832s,29d59m44.8267578s,"['2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2017ATel11049....1S', '2023PASP..135c4101G', '2017TNSTR.220....1C', '2017TNSCR.221....1B']",2017-02-18 00:00:00.000,0.133,True,False,/home/nfranz/radio-ecle/.otter/SN2017bcc.json
9,2016fnl,"['2016fnl', 'iPTF 16fnl', 'AT2016fnl', 'iPTF-16fnl', 'iPTF16fnl']",7d29m15.6s,32d53m37.5s,"['2017ApJ...844...46B', '2017ApJ...838..149A', '2016ATel.9433....1G', '2016A&A...594A..13P', '2011ApJ...737..103S', 'MAST', '2017ApJ...835...64G', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W', '2023PASP..135c4101G', '2016TNSTR.611....1K', '2024arXiv240712097A', '2021ApJ...920L...5H', '2023arXiv230813595C', '2016TNSCR.615....1Y']",2016-08-26 00:00:00.000,0.0163,True,False,/home/nfranz/radio-ecle/.otter/iPTF16fnl.json
10,2022cmc,"['2022cmc', 'ZTF22aaajecp', 'AT2022cmc']",203d40m48.105s,33d13m00.54s,"['2022Natur.612..430A', '2022TNSTR.397....1A', '2023MNRAS.521..389R']",2459621.946,1.19325,True,False,/home/nfranz/radio-ecle/.otter/AT2022cmc.json
11,2018lni,"['2018lni', 'ZTF18actaqdw', 'AT2018lni']",62d24m24.7824s,73d53m41.658s,"['2021ApJ...908....4V', '2024MNRAS.527.2452M', '2023ApJ...957...86H', '2019TNSTR.379....1F']",58450.37,0.138,True,False,/home/nfranz/radio-ecle/.otter/AT2018lni.json
12,3XMM J215022.4-055108,['3XMM J215022.4-055108'],327d35m30s,-5d51m08s,"['2018NatAs...2..656L', '2023PASP..135c4101G']",2005-05-01 00:00:00.000,0.055,False,False,/home/nfranz/radio-ecle/.otter/3XMM-J215022.4-055108.json
13,2020mot,"['2020mot', 'Gaia20ead', 'ZTF20abfcszi', 'AT2020mot']",7d48m23.8212s,85d00m31.9644s,"['2023ApJ...942....9H', '2024MNRAS.527.2452M', '2023ApJ...955L...6Y', '2020TNSTR1791....1F', '2020TNSCR2478....1H']",59014.39380790509,0.07,True,False,/home/nfranz/radio-ecle/.otter/AT2020mot.json
14,PTF09djl,"['PTF 09djl', 'PTF-09djl', 'PTF09djl']",248d28m59.1s,30d14m16.3s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2014ApJ...793...38A', '2011ApJ...737..103S', '2010ApJ...721..777A', '2017ApJ...835...64G', '2012PASP..124..668Y', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W', '2017MNRAS.472L..99L', '2023PASP..135c4101G']",2009-07-24 00:00:00.000,0.184,True,False,/home/nfranz/radio-ecle/.otter/PTF09djl.json
15,ASASSN-14ae,"['iPTF14aiv', 'ASASSN-14ae']",167d10m01.65s,34d05m52.4s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2014MNRAS.445.3263H', '2014ApJ...793...38A', '2014ATel.5831....1P', '2011ApJ...737..103S', 'ASAS-SN Supernovae', 'MAST', '2017ApJ...835...64G', '2012PASP..124..668Y', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W', '2023PASP..135c4101G', '2023arXiv230813595C']",2014-01-25 00:00:00.000,0.043671,True,False,/home/nfranz/radio-ecle/.otter/ASASSN-14ae.json
16,iPTF16axa,"['iPTF-16axa', 'iPTF 16axa', 'iPTF16axa']",255d53m35.4s,30d35m36.8s,"['2017ApJ...842...29H', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W', '2023PASP..135c4101G', '2023arXiv230813595C']",2016-05-29 00:00:00.000,0.108,True,False,/home/nfranz/radio-ecle/.otter/iPTF16axa.json
17,Gaia 16ajq,['Gaia 16ajq'],223d15m30s,42d21m28s,"['2016TNSTR.480....1D', '2017IAUS..324..127W', '2023PASP..135c4101G']",2016-03-29 00:00:00.000,0.28,False,False,/home/nfranz/radio-ecle/.otter/Gaia-16ajq.json
18,2021sdu,"['2021sdu', 'ATLAS21bbpg', 'ZTF21abjrysr', 'AT2021sdu']",17d50m57.7284s,50d34m29.70912s,"['2022ApJ...925...67L', '2024MNRAS.527.2452M', '2021TNSTR2318....1M', '2021TNSCR2712....1C', ' 2023TNSCR2004....1Y']",59400.40732640046,0.059,True,False,/home/nfranz/radio-ecle/.otter/AT2021sdu.json
19,J142401,['J142401'],216d00m24.9s,29d50m28.4s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2018MNRAS.477.2943W', '2023PASP..135c4101G']",2009-04-26 00:00:00.000,0.0855,True,False,/home/nfranz/radio-ecle/.otter/J142401.json
20,RX J1242-11A,"['RXJ1242-1119', 'RX J1242-11A']",190d39m38.25s,-11d19m20.8s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...737..103S', '1999A&A...349L..45K', 'MAST', '2017ApJ...835...64G', '2000A&A...362L..25G', '2023PASP..135c4101G', '2013ApJ...763...84B', '2020SSRv..216...81A']",1992-07-15 00:00:00.000,0.05,True,False,/home/nfranz/radio-ecle/.otter/RX-J1242-11A.json
21,WTP17aamoxe,['WTP17aamoxe'],317d14m33.6876s,-56d28m31.278s,['2024ApJ...961..211M'],,0.042,True,False,/home/nfranz/radio-ecle/.otter/WTP17aamoxe.json
22,NGC 247,['NGC 247'],11d47m09.6s,-20d45m36s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2015ApJ...807..185F', '2011ApJ...737..103S', '2017ApJ...835...64G', '2011ApJ...737...87J', '2023PASP..135c4101G']",2014-07-01 00:00:00.000,0.000531,False,False,/home/nfranz/radio-ecle/.otter/NGC-247.json
23,2019ehz,"['2019ehz', 'Gaia19bpt', 'ZTF19aarioci', 'AT2019ehz']",212d25m28.6212s,55d29m27.78s,"['2021ApJ...908....4V', '2024MNRAS.527.2452M', '2023ApJ...957...86H', '2019TNSTR.673....1D', '2023arXiv230813595C', '2019TNSCR1737....1V']",58602.28498842593,0.074,True,False,/home/nfranz/radio-ecle/.otter/AT2019ehz.json
24,WTP14acnjbu,['WTP14acnjbu'],264d19m44.1948s,19d17m31.6032s,['2024ApJ...961..211M'],,0.026,True,False,/home/nfranz/radio-ecle/.otter/WTP14acnjbu.json
25,AT2020vwl,['AT2020vwl'],232d39m27s,15d30m37.8s,"[' 2021TNSCR.159....1H', '2020TNSTR3089....1H ', '2023MNRAS.522.5084G', '2024arXiv240712097A']",2459133.228,0.035,True,False,/home/nfranz/radio-ecle/.otter/AT2020vwl.json
26,2020zeb,"['Gaia20fct', '2020zeb', 'ASASSN-20mi', 'AT 2020ual']",318d55m04.65s,-49d04m36s,"['ASAS-SN Supernovae', '2020TNSTR3418....1H']",2020-09-23 00:14:24.000,,True,False,/home/nfranz/radio-ecle/.otter/ASASSN-20mi.json
27,J130819,['J130819'],197d04m46.8s,43d45m25.6s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2018MNRAS.477.2943W', '2023PASP..135c4101G']",2009-04-14 00:00:00.000,0.0365,True,False,/home/nfranz/radio-ecle/.otter/J130819.json
28,J233454,['J233454'],353d43m31.05s,14d57m12.8s,"['2017arXiv171104577K', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2017NatAs...1..865K', '2019ApJ...871...15J', '2023PASP..135c4101G']",,0.107,False,False,/home/nfranz/radio-ecle/.otter/J233454.json
29,SDSS_J1207,['SDSS_J1207'],181d49m57.153s,24d11m55.8789s,"['2024arXiv240216951C', 'VLASS 1.1', 'VLASS 2.1', 'VLASS 3.1', 'WISE']",2008-01-19 00:00:00.000,0.0503,True,False,/home/nfranz/radio-ecle/.otter/SDSS_J1207.json
30,CNSS J0019+00,['CNSS J0019+00'],4d56m50.02557s,0d35m26.8102s,['2020ApJ...903..116A'],2015-03-21 00:00:00.000,0.018,True,False,/home/nfranz/radio-ecle/.otter/CNSS-J0019+00.json
31,ASASSN-15oi,['ASASSN-15oi'],309d47m13.95s,-30d45m22.6s,"['2021NatAs...5..491H', '2017ApJ...838..149A', '2016arXiv160201088H', '2016ApJ...818L..21F', '2016A&A...594A..13P', '2015ATel.7910....1B', '2011ApJ...737..103S', 'ASAS-SN Supernovae', 'MAST', '2017ApJ...835...64G', '2000A&AS..143....9W', '2016MNRAS.463.3813H', '2024MNRAS.527.2452M', '2020MNRAS.497L...1W', '2023PASP..135c4101G', '2024arXiv240712097A']",2015-08-14 00:00:00.000,0.0484,True,False,/home/nfranz/radio-ecle/.otter/ASASSN-15oi.json
32,WINGS J1348,"['WINGS J134849.88+263557.5', 'WINGS J1348']",207d12m28.5s,26d35m57.49s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2013MNRAS.435.1904M', '2011ApJ...737..103S', '2017ApJ...835...64G', '2015ApJ...807..185F', '2023PASP..135c4101G']",1999-12-20 00:00:00.000,0.062,True,False,/home/nfranz/radio-ecle/.otter/WINGS-J1348.json
33,2017eqx,"['PS17dhz', '2017eqx', 'AT2017eqx', 'AT 2017eqx']",336d42m05.5563192s,17d08m52.39825116s,"['2019MNRAS.488.1878N', '2016A&A...594A..13P', '2017ApJ...835...64G', '2024MNRAS.527.2452M', '2023PASP..135c4101G', '2017TNSTR.646....1C', '2020SSRv..216...81A', '2023arXiv230813595C']",2017-06-01 00:00:00.000,0.1089,True,False,/home/nfranz/radio-ecle/.otter/AT2017eqx.json
34,2022dyt,"['ZTF22aacgcwv', 'ATLAS22jju', '2022dyt', 'AT2022dyt']",150d02m00.50316s,26d27m38.43828s,"['2022TNSCR1036....1S', '2024MNRAS.527.2452M', '2023ApJS..267...44A', '2022TNSTR.572....1M', '2024arXiv240712097A']",59636.23516200232,0.072,True,False,/home/nfranz/radio-ecle/.otter/AT2022dyt.json
35,OGLE17aaj,"['OGLE 17aaj', 'OGLE17aaj']",29d06m13.95s,-71d04m15.7s,"['2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2017ATel.9977....1G', '2017ATel11049....1S', '2019A&A...622L...2G', '2023PASP..135c4101G']",2017-01-01 00:00:00.000,0.116,False,False,/home/nfranz/radio-ecle/.otter/OGLE17aaj.json
36,CSS100217,"['CSS 100217', 'CSS100217', 'CSS100217:102913+404220']",157d18m15s,40d42m20s,"['2017arXiv170307816B', '2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...735..106D', '2011BASI...39..387M', '2011ApJ...737..103S', '2010ATel.2544....1D', '2017ApJ...835...64G', '2000A&AS..143....9W', '2017NatAs...1..865K', '2023PASP..135c4101G']",2002-12-31 00:00:00.000,0.147,True,False,/home/nfranz/radio-ecle/.otter/CSS100217.json
37,2020nov,"['ZTF20abisysx', 'ATLAS20vfv', 'PS20ggg', 'Gaia20duz', '2020nov']",254d33m14.5512s,2d07m03.0396s,"['2023ApJS..266....9A', '2020TNSTR1950....1F', '2020TNSCR3800....1D']",59027.232557905096,0.084,True,False,/home/nfranz/radio-ecle/.otter/2020nov.json
38,2019eve,"['ZTF19aatylnl', 'ATLAS19kfv', 'Gaia19bti', '2019eve', 'AT2019eve']",172d12m24.9552s,15d40m22.3824s,"['2021ApJ...908....4V', '2024MNRAS.527.2452M', '2019TNSTR.737....1N', '2023arXiv230813595C']",58608.233935185184,0.0813,True,False,/home/nfranz/radio-ecle/.otter/AT2019eve.json
39,Sw J1112-82,"['Swift J1112.2-8238', 'Swift J1112-82', 'Sw J1112-82']",167d56m54s,-82d38m44.44s,"['2017MNRAS.472.4469B', '2017ApJ...838..149A', '2016A&A...594A..13P', '2015arXiv150703582B', '2011ApJ...737..103S', '2017ApJ...835...64G', '2011ATel.3463....1K', '2015MNRAS.452.4297B', '2023PASP..135c4101G']",2011-12-27 00:00:00.000,0.89,True,False,/home/nfranz/radio-ecle/.otter/Sw-J1112-82.json
40,2020zso,"['ZTF20acqoiyt', 'ATLAS20bfok', 'Gaia20fqa', '2020zso', 'AT2020zso']",335d34m16.8888s,-7d15m58.9392s,"['2022A&A...666A...6W', '2023ApJ...942....9H', '2024MNRAS.527.2452M', '2023ApJ...957...86H', '2024arXiv240712097A', '2020TNSTR3449....1F', '2020TNSCR3486....1I']",2020-11-12T03:36:05.003,0.0565,True,False,/home/nfranz/radio-ecle/.otter/AT2020zso.json
41,XMMSL1 J0740-85,"['XMM SL1 J0749-85', 'XMMSL1 J0740-85', 'XMMSL1 J074008.2-853927']",115d02m02.85s,-85d39m31.25s,"['2017ApJ...838..149A', '2016arXiv161001788S', '2016arXiv161003861A', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2017A&A...598A..29S', '2023PASP..135c4101G', '2017ApJ...837..153A']",2014-04-01 00:00:00.000,0.0173,True,False,/home/nfranz/radio-ecle/.otter/XMMSL1-J0740-85.json
42,OGLE16aaa,"['OGLE 16aaa', 'OGLE16aaa']",16d50m11.4216s,-64d16m20.4456s,"['2017MNRAS.465L.114W', '2017ApJ...838..149A', '2016ATel.8559....1F', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2017IAUS..324..127W', '2023PASP..135c4101G']",2015-12-17 00:00:00.000,0.1655,True,False,/home/nfranz/radio-ecle/.otter/OGLE16aaa.json
43,2020qhs,"['2020qhs', 'ATLAS20upw', 'ZTF20abowque', 'PS20krl', 'AT2020qhs']",34d28m29.2512s,-9d36m50.8932s,"['2023ApJ...942....9H', '2024MNRAS.527.2452M', '2023ApJ...957...86H', '2020TNSTR2274....1F']",59056.4415625,0.345,True,False,/home/nfranz/radio-ecle/.otter/AT2020qhs.json
44,2022wyq,"['ZTF20acyxwgf', '2022wyq', 'J094806']",147d01m38.25s,3d18m01.9s,"['2017arXiv171104577K', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2017NatAs...1..865K', '2019ApJ...871...15J', '2023PASP..135c4101G', '2022TNSTR2919....1F']",59695.193,0.207,True,False,/home/nfranz/radio-ecle/.otter/J094806.json
45,SDSS_J1055,['SDSS_J1055'],163d51m36.2655s,56d37m13.101s,"['2024arXiv240216951C', '15B-247', 'VLASS 1.1', 'VLASS 2.1', 'VLASS 3.1', 'WISE', '2024MNRAS.528.7076C']",2002-04-09 00:00:00.000,0.074,True,False,/home/nfranz/radio-ecle/.otter/SDSS_J1055.json
46,2021yte,"['ZTF21acafvhf', '2021yte', 'AT2021yte']",103d46m10.99992s,12d38m03.17652s,"['2022ApJ...925...67L', '2024MNRAS.527.2452M', '2021TNSTR3154....1F', '2024arXiv240712097A', '2021TNSCR3611....1Y']",59469.47592590278,0.053,True,False,/home/nfranz/radio-ecle/.otter/AT2021yte.json
47,AT2020vdq,['AT2020vdq'],152d13m22.5s,42d42m00.4s,"['2023arXiv231003782S', 'VLASS 1.2', 'VLASS 2.2', 'WISE']",2459126.9916204,0.045,True,False,/home/nfranz/radio-ecle/.otter/AT2020vdq.json
48,SDSS_J1402,['SDSS_J1402'],210d31m11.34s,29d39m46.8759s,"['2024arXiv240216951C', 'VLASS 1.1', 'VLASS 2.1', 'VLASS 3.1', 'WISE']",2007-03-19 00:00:00.000,0.196,True,False,/home/nfranz/radio-ecle/.otter/SDSS_J1402.json
49,SRGE J133053.3+734824,['SRGE J133053.3+734824'],202d43m15.3048s,73d48m24.2604s,"['2021MNRAS.508.3820S', '2023PASP..135c4101G']",2020-11-02 00:00:00.000,0.1505,False,False,/home/nfranz/radio-ecle/.otter/SRGE-J133053.3+734824.json
50,UGC 03317,['UGC 03317'],83d24m25.2s,73d43m26.4s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2015arXiv150506612H', '2011ApJ...737..103S', '2017ApJ...835...64G', '2016A&A...586A...9H', '2023PASP..135c4101G']",2010-09-22 00:00:00.000,0.004136,False,False,/home/nfranz/radio-ecle/.otter/UGC-03317.json
51,2019meg,"['ZTF19abhhjcc', '2019meg', 'Gaia19dhd', 'AT2019meg']",281d19m02.9892s,44d26m18.9816s,"['2021ApJ...908....4V', '2024MNRAS.527.2452M', '2019TNSTR1378....1N']",58692.72199074074,0.152,True,False,/home/nfranz/radio-ecle/.otter/AT2019meg.json
52,PTF10nuj,"['PTF 10nuj', 'PTF10nuj']",246d36m10.5s,54d42m21.6s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2014ApJ...793...38A', '2011ApJ...737..103S', '2017ApJ...835...64G', '2000A&AS..143....9W', '2023PASP..135c4101G']",2010-06-13 00:00:00.000,0.132,True,False,/home/nfranz/radio-ecle/.otter/PTF10nuj.json
53,2021qxv,"['PS21grp', 'AT2021qxv', '2021qxv']",229d44m49.5s,-3d11m45s,"['2024arXiv240712097A', '2023ApJS..266....9A', '2021TNSTR2199....1J', '2021TNSCR2383....1S']",2021-05-10T10:50:52.800,0.183,True,False,/home/nfranz/radio-ecle/.otter/AT2021qxv.json
